,Unnamed: 0,index,user_id,created_at,text,state,county,category
8502,372821,3451,{'$numberLong': '2875712475'},9/6/2017,local school districts begin to reopen after harvey https://t.co/69hl2zauke,Texas,Harris County,home
8504,372894,3550,{'$numberLong': '2872534385'},9/6/2017,local school districts begin to reopen after harvey https://t.co/ydyaz9wofg,Texas,Brazoria County,home
8517,373631,4499,1152164834,9/6/2017,almost 10 days after #hurricaneharvey hit #houston our building is still closed without powerâ¦ https://t.co/q41lianmmx,Texas,Harris County,home
8530,374722,5907,{'$numberLong': '902883188120412160'},9/6/2017,#wow #extraordinary #power #eye #of #the #storm #harvey @ hurricane harvey https://t.co/bqkrlrhob7,Texas,Harris County,power
8542,375941,7615,58624342,9/6/2017,2 jaguars from harvey-battered victoria find shelter at dallas zoo https://t.co/ns4mybgiv1,Texas,Dallas County,home
8561,379015,462,32751984,9/19/2017,thanks to lectrics for coming to the rescue at my mom's house! #hurricaneharvey #jenscoastalbendâ¦ https://t.co/q6latpxebs,Texas,Aransas County,home
8632,385267,7014,25089605,9/6/2017,"home sweet home!  #fuharvey @ cinco ranch, texas https://t.co/3b0ahucdew",Texas,Fort Bend County,home
8635,385885,7822,18683755,9/6/2017,"all dropped off and heading home.  thanks to all who donated.

#hurricaneharvey #houstonâ¦ https://t.co/k7lied8z1o",Texas,Fort Bend County,home
8642,386650,5,{'$numberLong': '3304038223'},9/6/2017,zumba fitness tonight at 7! don't let this harvey traffic force you to stay home!we areâ¦ https://t.co/5752eebcph,Texas,Harris County,transportation
8655,387374,981,1325409768,9/6/2017,ranchview high school â hearts for harvey https://t.co/u5bsuwrypi,Texas,Dallas County,home
8658,387451,1077,1327060806,9/6/2017,ranchview high school â hearts for harvey https://t.co/19c7lgtmzm,Texas,Dallas County,home
8660,387458,1086,1323113983,9/6/2017,ranchview high school â hearts for harvey https://t.co/sblzn0osjo,Texas,Dallas County,home
8663,387570,1231,34856807,9/6/2017,instagram give my account back pre hurricane harvey last flip recorded got my phone back but noâ¦ https://t.co/aagbvsiuxk,Texas,Harris County,power
8678,388427,2327,88121538,9/7/2017,"8pm southwest freeway #houston #harvey #traffic @ houston, texas https://t.co/sc1qvlvrzk",Texas,Harris County,transportation
8682,388581,2555,58624342,9/7/2017,"update 3,600+ harvey evacuees now staying in city of dallas mega-shelter. cbsdfw https://t.co/cpfsepu6tm",Texas,Dallas County,home
8696,389057,3150,{'$numberLong': '2850292919'},9/7/2017,houston traffic nightmare after harvey https://t.co/ir3cst9med,Texas,Harris County,transportation
8700,389197,3313,{'$numberLong': '2875720725'},9/7/2017,houston traffic nightmare after harvey https://t.co/qom535ph5t,Texas,Harris County,transportation
8703,389344,3498,64217534,9/7/2017,among the ways high school athletes helping harveyrelief efforts: birdville girls bkb adopts team in the woodlands. https://t.co/4zhaejox3u,Texas,Tarrant County,home
8705,389561,3776,50894586,9/7/2017,"bedtime at the #austin #hurricaneharvey shelter. everyone say goodnight, and have sweet dreamsâ¦ https://t.co/koybhxlwop",Texas,Travis County,home
8709,389616,3839,167442257,9/7/2017,"when harvey hands you lemons, you buy a new car!

#somethinglikethat #itsasaying #trustmeâ¦ https://t.co/7ytdpaloko",Texas,Harris County,transportation
8715,389746,4003,35102107,9/7/2017,turn the lights off... #hurricaneharveydonationreliefparty @ sanâ¦ https://t.co/qzhk9i7z9t,Texas,Bexar County,power
8720,389836,4126,58624342,9/7/2017,2 jaguars from harvey-battered victoria find shelter at dallas zoo https://t.co/ns4mybgiv1,Texas,Dallas County,home
8761,393821,646,64217534,9/7/2017,among the ways high school athletes helping harveyrelief efforts: birdville girls bkb adopts team in the woodlands. https://t.co/4zhaejox3u,Texas,Tarrant County,home
8773,395006,2218,16602052,9/7/2017,"drone, dead fish, house destroyed by harvey. #texas #drones @ rockport, texas https://t.co/uxctoitb99",Texas,Aransas County,home
8795,397958,6232,41526636,9/7/2017,"yup back to car pool knitting shenanigans! harvey is gone, the city is slowly getting back toâ¦ https://t.co/wrh4qlkyjj",Texas,Harris County,transportation
8820,400979,1467,64217534,9/7/2017,texas' congressional delegation is headed to penceâs washington home to discuss plans for recovery efforts harvey https://t.co/uyhvcazuxc,Texas,Tarrant County,home
8826,401193,1759,37471537,9/8/2017,@marysarahmusic  came back home 2 #texasstrong 2 raise funds 4 #hurricaneharvey victimsâ¦ https://t.co/lx9ixdkrlr,Texas,Fort Bend County,home
8844,403167,4335,1325562337,9/8/2017,county officials assist local hotels providing shelter for hurrican harvey victims https://t.co/iendpdsmiz,Texas,Rockwall County,home
8884,408883,3159,{'$numberLong': '4036424534'},9/8/2017,"tank survived #harvey, house didn't. going that extra mile. #aquariumenvy #reeftank #aquariumâ¦ https://t.co/rftueal8jt",Texas,Harris County,home
8887,409137,3472,{'$numberLong': '2883867506'},9/8/2017,did harvey flood your home? https://t.co/gjwk8liuzf,Texas,Harris County,home
8890,409888,4475,14876377,9/8/2017,got my #harveyrelief #tattoo on monday at electric chair! #texasstrong #bluebonnets #texas @â¦ https://t.co/08iqh33wve,Texas,Harris County,power
8893,409926,4531,31254850,9/8/2017,yaaasssss!!! finally home ð¡ #homesweethome #timetoparty #harveycansuckit @ briarhills https://t.co/ydxirett4r,Texas,Harris County,home
8902,410825,5727,33542969,9/8/2017,i volunteered for the austinpetsalive hurricane harvey animal shelter today and saw so much loveâ¦ https://t.co/jmjzqgsgof,Texas,Travis County,home
8943,412171,7482,{'$numberLong': '2853826637'},9/8/2017,janet jackson visits shelter for harvey victims at grb in downtown houston https://t.co/tkb6butawe,Texas,Harris County,home
8983,413083,8667,31336954,9/8/2017,i love home loan closings! harvey can not defeat us. southeast texans will continue to overcomeâ¦ https://t.co/zbta5vlhps,Texas,Jefferson County,home
8995,414312,657,110244710,9/8/2017,not quite friday night lights. hurricane harvey wiped out two weeksâ¦ https://t.co/hsojk1pokm,Texas,Harris County,power
9021,416031,139,58624342,9/9/2017,harvey evacuees get fired after finding shelter â and jobs â in dallas https://t.co/ugrazb0ejq,Texas,Dallas County,home
9041,417300,29,{'$numberLong': '4492263440'},9/9/2017,"hurricane harvey, who???? @ port neches - groves high school https://t.co/kbhensgrrp",Texas,Jefferson County,home
9054,419259,117,722601858,9/9/2017,lights back up and running after all the trees and branches falling #lightitup #harveysucks @â¦ https://t.co/bwesinb4qy,Texas,Bastrop County,power
9065,421770,42,{'$numberLong': '2535514410'},9/20/2017,post flood in the camp house. #hurricaneharvey #safeandsound #godwillingandthecreekdontrise @?? https://t.co/gqqsgokj71,Texas,Montgomery County,home
9072,422929,726,1253011800,9/20/2017,"*footage of hurricane harvey 

(part 3: end) 
#hurricane #harvey #hurricaneharvey #power?? https://t.co/r50ncednvr",Texas,Victoria County,power
9096,429881,685,368119165,9/20/2017,"#houstonstrong my son went back to school today, 1 month after harvey. we waited 40 minutes past?? https://t.co/pyj4nsiekk",Texas,Harris County,home
9097,431280,813,846235952,9/20/2017,my client came to me in distress when her rental home flooded during harvey and she needed a?? https://t.co/mcokuqpxld,Texas,Harris County,home
9108,433814,689,333431158,9/20/2017,top stories: dallas closing downtown harvey shelter today https://t.co/vqsh050jjd,Texas,Dallas County,home
9109,434017,54,{'$numberLong': '2850405682'},9/20/2017,pomona sees home sales increase as elementary school debuts and harvey passes https://t.co/lt9m7l5yt9,Texas,Brazoria County,home
9111,434083,129,{'$numberLong': '2864061615'},9/20/2017,bear creek elementary students head??back to their home campus after harvey https://t.co/aeyzvph4wc,Texas,Fort Bend County,home
9112,434128,187,{'$numberLong': '2870769851'},9/20/2017,pomona sees home sales increase as elementary school debuts and harvey passes https://t.co/vdobdihmt2,Texas,Brazoria County,home
9113,434529,714,27791309,9/20/2017,grassroots &amp; black power alert: millions #harvey  $$$ are being raised &amp; distributed without?? https://t.co/fddyyfmooy,Texas,Harris County,power
9127,436686,141,{'$numberLong': '2864061615'},9/20/2017,bear creek elementary students head??back to their home campus after harvey https://t.co/hywt0czsjm,Texas,Fort Bend County,home
